EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella pastoris	AMENDA reliability ++++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18065237; https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581; https://www.ncbi.nlm.nih.gov/pubmed/?term=25553569; https://www.ncbi.nlm.nih.gov/pubmed/?term=25887328; https://www.ncbi.nlm.nih.gov/pubmed/?term=16737829	892
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella pastoris	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=23851310; https://www.ncbi.nlm.nih.gov/pubmed/?term=23246713; https://www.ncbi.nlm.nih.gov/pubmed/?term=23512640; https://www.ncbi.nlm.nih.gov/pubmed/?term=15939297; https://www.ncbi.nlm.nih.gov/pubmed/?term=26088174; https://www.ncbi.nlm.nih.gov/pubmed/?term=15450181; https://www.ncbi.nlm.nih.gov/pubmed/?term=16473771; https://www.ncbi.nlm.nih.gov/pubmed/?term=18499053; https://www.ncbi.nlm.nih.gov/pubmed/?term=19626289; https://www.ncbi.nlm.nih.gov/pubmed/?term=19655217; https://www.ncbi.nlm.nih.gov/pubmed/?term=21120468; https://www.ncbi.nlm.nih.gov/pubmed/?term=21269876; https://www.ncbi.nlm.nih.gov/pubmed/?term=24888408; https://www.ncbi.nlm.nih.gov/pubmed/?term=23361183; https://www.ncbi.nlm.nih.gov/pubmed/?term=25300189; https://www.ncbi.nlm.nih.gov/pubmed/?term=29481569; https://www.ncbi.nlm.nih.gov/pubmed/?term=15451095; https://www.ncbi.nlm.nih.gov/pubmed/?term=17269932; https://www.ncbi.nlm.nih.gov/pubmed/?term=20684306; https://www.ncbi.nlm.nih.gov/pubmed/?term=23167779; https://www.ncbi.nlm.nih.gov/pubmed/?term=26803505; https://www.ncbi.nlm.nih.gov/pubmed/?term=27723474; https://www.ncbi.nlm.nih.gov/pubmed/?term=15756814; https://www.ncbi.nlm.nih.gov/pubmed/?term=16084833; https://www.ncbi.nlm.nih.gov/pubmed/?term=16185656; https://www.ncbi.nlm.nih.gov/pubmed/?term=21848065	893
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella pastoris	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=14515214; https://www.ncbi.nlm.nih.gov/pubmed/?term=21849025; https://www.ncbi.nlm.nih.gov/pubmed/?term=12673059; https://www.ncbi.nlm.nih.gov/pubmed/?term=28693992; https://www.ncbi.nlm.nih.gov/pubmed/?term=19426845; https://www.ncbi.nlm.nih.gov/pubmed/?term=22770893; https://www.ncbi.nlm.nih.gov/pubmed/?term=23719223; https://www.ncbi.nlm.nih.gov/pubmed/?term=26058539; https://www.ncbi.nlm.nih.gov/pubmed/?term=16233716; https://www.ncbi.nlm.nih.gov/pubmed/?term=20730475; https://www.ncbi.nlm.nih.gov/pubmed/?term=24463976; https://www.ncbi.nlm.nih.gov/pubmed/?term=29127292; https://www.ncbi.nlm.nih.gov/pubmed/?term=29564574; https://www.ncbi.nlm.nih.gov/pubmed/?term=20699557; https://www.ncbi.nlm.nih.gov/pubmed/?term=12207016; https://www.ncbi.nlm.nih.gov/pubmed/?term=28039507; https://www.ncbi.nlm.nih.gov/pubmed/?term=24619408; https://www.ncbi.nlm.nih.gov/pubmed/?term=25351632	894
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella pastoris	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=26433794; https://www.ncbi.nlm.nih.gov/pubmed/?term=24419629; https://www.ncbi.nlm.nih.gov/pubmed/?term=22583625; https://www.ncbi.nlm.nih.gov/pubmed/?term=25100011; https://www.ncbi.nlm.nih.gov/pubmed/?term=23846692; https://www.ncbi.nlm.nih.gov/pubmed/?term=21538898; https://www.ncbi.nlm.nih.gov/pubmed/?term=14532063; https://www.ncbi.nlm.nih.gov/pubmed/?term=19002659; https://www.ncbi.nlm.nih.gov/pubmed/?term=19640703; https://www.ncbi.nlm.nih.gov/pubmed/?term=21466666; https://www.ncbi.nlm.nih.gov/pubmed/?term=22544563; https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313; https://www.ncbi.nlm.nih.gov/pubmed/?term=14532063; https://www.ncbi.nlm.nih.gov/pubmed/?term=15969036; https://www.ncbi.nlm.nih.gov/pubmed/?term=15988573; https://www.ncbi.nlm.nih.gov/pubmed/?term=21402188; https://www.ncbi.nlm.nih.gov/pubmed/?term=24801404; https://www.ncbi.nlm.nih.gov/pubmed/?term=24932488; https://www.ncbi.nlm.nih.gov/pubmed/?term=25434687; https://www.ncbi.nlm.nih.gov/pubmed/?term=10833405; https://www.ncbi.nlm.nih.gov/pubmed/?term=15989268; https://www.ncbi.nlm.nih.gov/pubmed/?term=16915642; https://www.ncbi.nlm.nih.gov/pubmed/?term=17646981; https://www.ncbi.nlm.nih.gov/pubmed/?term=23273277; https://www.ncbi.nlm.nih.gov/pubmed/?term=23881861; https://www.ncbi.nlm.nih.gov/pubmed/?term=25384545; https://www.ncbi.nlm.nih.gov/pubmed/?term=28602686	895
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella pastoris	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=26224514; https://www.ncbi.nlm.nih.gov/pubmed/?term=100020905; https://www.ncbi.nlm.nih.gov/pubmed/?term=11281716; https://www.ncbi.nlm.nih.gov/pubmed/?term=11513741; https://www.ncbi.nlm.nih.gov/pubmed/?term=19527524; https://www.ncbi.nlm.nih.gov/pubmed/?term=20064285; https://www.ncbi.nlm.nih.gov/pubmed/?term=20213504; https://www.ncbi.nlm.nih.gov/pubmed/?term=16428847; https://www.ncbi.nlm.nih.gov/pubmed/?term=28674832; https://www.ncbi.nlm.nih.gov/pubmed/?term=19577187; https://www.ncbi.nlm.nih.gov/pubmed/?term=27897254; https://www.ncbi.nlm.nih.gov/pubmed/?term=28187141; https://www.ncbi.nlm.nih.gov/pubmed/?term=28300184; https://www.ncbi.nlm.nih.gov/pubmed/?term=28732724; https://www.ncbi.nlm.nih.gov/pubmed/?term=100016105; https://www.ncbi.nlm.nih.gov/pubmed/?term=100512169	896
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella phaffii GS115	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=23593868; https://www.ncbi.nlm.nih.gov/pubmed/?term=24052228; https://www.ncbi.nlm.nih.gov/pubmed/?term=24084008; https://www.ncbi.nlm.nih.gov/pubmed/?term=25432346; https://www.ncbi.nlm.nih.gov/pubmed/?term=23097144	897
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella phaffii GS115	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=16915642; https://www.ncbi.nlm.nih.gov/pubmed/?term=28602686	898
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella phaffii GS115	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25658646; https://www.ncbi.nlm.nih.gov/pubmed/?term=20213504; https://www.ncbi.nlm.nih.gov/pubmed/?term=29380572	899
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Komagataella phaffii GS115	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=28732724; https://www.ncbi.nlm.nih.gov/pubmed/?term=100016105	900
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lachnoclostridium phytofermentans	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=23221525	901
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=20023128	902
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=23729890; https://www.ncbi.nlm.nih.gov/pubmed/?term=29352939	903
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus alimentarius	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=10736001	904
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus amylovorus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=10898663	905
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus brevis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=29352939	906
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus hilgardii	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=10898663	907
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus hilgardii	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=100148889	908
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus parafarraginis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=29352939	909
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus plantarum	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=23811500; https://www.ncbi.nlm.nih.gov/pubmed/?term=10736001	910
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus reuteri	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25152410	911
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus sanfranciscensis	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=10898663	912
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactobacillus sp.	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=23729890	913
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lactococcus lactis subsp. lactis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=100148889	914
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Laetiporus sulphureus		https://www.ncbi.nlm.nih.gov/pubmed/?term=19147106	915
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Laetiporus sulphureus	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=19147106	916
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lamella	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16348009	917
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lechevalieria	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22430498	918
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lentinula	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=19442518	919
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lentinula edodes	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=19442518	920
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lentinula edodes	4 strains	https://www.brenda-enzymes.org/literature.php?r=655228	921
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lentinula edodes		https://www.ncbi.nlm.nih.gov/pubmed/?term=18092465	922
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lentinula edodes	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15756814	923
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lentinula edodes M290		https://www.ncbi.nlm.nih.gov/pubmed/?term=18092465	924
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Leuconostoc citreum	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=100148889	925
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Liliopsida	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=25527555; https://www.ncbi.nlm.nih.gov/pubmed/?term=8914532; https://www.ncbi.nlm.nih.gov/pubmed/?term=26559526; https://www.ncbi.nlm.nih.gov/pubmed/?term=14871660; https://www.ncbi.nlm.nih.gov/pubmed/?term=16673939; https://www.ncbi.nlm.nih.gov/pubmed/?term=27766358; https://www.ncbi.nlm.nih.gov/pubmed/?term=27766358	926
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Linum usitatissimum	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25043555; https://www.ncbi.nlm.nih.gov/pubmed/?term=20703806	927
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lodderomyces	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18219522	928
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Lolium multiflorum	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16915658	929
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Luria	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=19430737	930
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A286LNP2	Luteimicrobium xylanilyticum		https://www.ncbi.nlm.nih.gov/pubmed/?term=28813686	931
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Macropus giganteus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=17269676	932
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Macrotermes bellicosus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=8590378	933
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Macrotermitinae	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=21057022	934
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Magnaporthe grisea	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=8589407	935
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Magnaporthe grisea	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=100017104	936
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q01176	Magnaporthe grisea	precursor	https://www.ncbi.nlm.nih.gov/pubmed/?term=17022171	937
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q8NJ73	Magnaporthe grisea		https://www.ncbi.nlm.nih.gov/pubmed/?term=16461639	938
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Magnaporthe oryzae	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=8589407; https://www.ncbi.nlm.nih.gov/pubmed/?term=21696466	939
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A088BC14	Malbranchea cinnamomea		https://www.ncbi.nlm.nih.gov/pubmed/?term=25058752	940
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Malbranchea cinnamomea		https://www.ncbi.nlm.nih.gov/pubmed/?term=22371150	941
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Malbranchea cinnamomea MTCC 9294		https://www.ncbi.nlm.nih.gov/pubmed/?term=22371150	942
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A088BC14	Malbranchea cinnamomea S168		https://www.ncbi.nlm.nih.gov/pubmed/?term=25058752	943
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Malbranchea graminicola	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=27141759	944
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Malbranchea graminicola	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=20222552	945
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Malbranchea pulchella	var. sulfurea	https://www.brenda-enzymes.org/literature.php?r=171587; https://www.ncbi.nlm.nih.gov/pubmed/?term=100345649	946
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Malus domestica	AMENDA reliability ++++	https://www.ncbi.nlm.nih.gov/pubmed/?term=26917391; https://www.ncbi.nlm.nih.gov/pubmed/?term=26917391	947
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Malus domestica	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=100029073	948
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Malva neglecta	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=100151750	949
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Manihot esculenta	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=100057808; https://www.ncbi.nlm.nih.gov/pubmed/?term=17147616	950
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Massilia	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=26387816	951
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0S2I9J6	Massilia sp. RBM26	isolated from the feces of Rhinopithecus bieti	https://www.ncbi.nlm.nih.gov/pubmed/?term=26387816	952
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Medicago sativa	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=15063503	953
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Medicago sativa	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=12362474	954
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Melanocarpus albomyces	isozymes: Ia, Ib, Ic, IIa, IIb, IIc, IId, only isozyme Ic is constitutive	https://www.ncbi.nlm.nih.gov/pubmed/?term=10923787	955
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Melanocarpus albomyces		https://www.brenda-enzymes.org/literature.php?r=738730; https://www.brenda-enzymes.org/literature.php?r=742924	956
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Melanocarpus albomyces IIS 68	isozymes: Ia, Ib, Ic, IIa, IIb, IIc, IId, only isozyme Ic is constitutive	https://www.ncbi.nlm.nih.gov/pubmed/?term=10923787	957
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meleagris gallopavo	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22736500; https://www.ncbi.nlm.nih.gov/pubmed/?term=15357728	958
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	I6Z823	Melioribacter roseus	cf. EC 3.2.1.136	https://www.ncbi.nlm.nih.gov/pubmed/?term=25951846	959
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	I6Z9A7	Melioribacter roseus		https://www.ncbi.nlm.nih.gov/pubmed/?term=25951846	960
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	I7A603	Melioribacter roseus		https://www.ncbi.nlm.nih.gov/pubmed/?term=25951846	961
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Melioribacter roseus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=25951846	962
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	I6Z823	Melioribacter roseus JCM 17771	cf. EC 3.2.1.136	https://www.ncbi.nlm.nih.gov/pubmed/?term=25951846	963
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	I6Z9A7	Melioribacter roseus JCM 17771		https://www.ncbi.nlm.nih.gov/pubmed/?term=25951846	964
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	I7A603	Melioribacter roseus JCM 17771		https://www.ncbi.nlm.nih.gov/pubmed/?term=25951846	965
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meloidogyne hapla	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=19400841	966
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meloidogyne incognita		https://www.ncbi.nlm.nih.gov/pubmed/?term=16673939	967
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meloidogyne incognita	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=16673939; https://www.ncbi.nlm.nih.gov/pubmed/?term=19400841	968
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meloidogyne javanica	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=16673939	969
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Melonis	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=8020753	970
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meripilus giganteus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=17269676	971
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Metazoa	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=14515214; https://www.ncbi.nlm.nih.gov/pubmed/?term=28248275	972
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Metazoa	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22445404; https://www.ncbi.nlm.nih.gov/pubmed/?term=11424701; https://www.ncbi.nlm.nih.gov/pubmed/?term=16673939; https://www.ncbi.nlm.nih.gov/pubmed/?term=100142904	973
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Methanopyrus kandleri	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=22952777	974
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Metschnikowia	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18219522	975
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Microbacterium saccharophilum	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=9925602	976
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A067XRW0	Microbacterium trichothecenolyticum		https://www.ncbi.nlm.nih.gov/pubmed/?term=24861346	977
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A067XRW0	Microbacterium trichothecenolyticum HY-17		https://www.ncbi.nlm.nih.gov/pubmed/?term=24861346	978
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0U5B5Z4	Microcella alkaliphila		https://www.ncbi.nlm.nih.gov/pubmed/?term=27240670	979
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Microcella alkaliphila	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=27240670	980
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0U5B5Z4	Microcella alkaliphila JAM-AC0309		https://www.ncbi.nlm.nih.gov/pubmed/?term=27240670	981
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Microcella alkaliphila JAM-AC0309	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=27240670	982
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Microdochium sp.	aff. bolleyi, GenBank Accession: HQ630981	https://www.ncbi.nlm.nih.gov/pubmed/?term=25784958	983
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Minimidochium sp. TMS-2011	GenBank Accession: HQ630974	https://www.ncbi.nlm.nih.gov/pubmed/?term=25784958	984
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mirabilis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=12769907	985
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Miscanthus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=22952777	986
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		mixed culture	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18279987	987
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Moesziomyces antarcticus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=27112394	988
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Moesziomyces antarcticus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=26069206	989
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Moesziomyces antarcticus T-34	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=26069206	990
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mollusca	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=12963347	991
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Moraea inclinata	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=17537615	992
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus musculus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=11281716; https://www.ncbi.nlm.nih.gov/pubmed/?term=25041844	993
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus musculus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22657950	994
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus sp.	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25041844	995
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus sp.	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=17461419	996
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycena inclinata	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=17537615	997
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycobacterium tuberculosis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=11888162	998
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycobacterium tuberculosis	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=21525645	999
