Commentary	Ref	Literature(PubmedID)	Inhibitor	value
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	3-chloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.5E-4
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2720	21540359	loperamide	2.87E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	2-(4-methoxyphenyl)-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	3.02E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	4-fluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	3.26E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]cyclohexanecarboxamide	3.54E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]hexanamide	5.4E-4
	2720	19534556	N,N'-9H-fluorene-2,7-diylbis(3-bromobenzenesulfonamide)	5.7E-4
isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2720	21540359	bis(4-nitrophenyl)phosphate	7.88E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]pentanamide	8.68E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	3,3-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0011
pH 7.4, 37°C, recombinant CES1	2720	19761868	(5Z,8Z,11Z,14Z)-eicosatetraenoic acid	0.002
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	3-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0023
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0024
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	2-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0025
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	2,2-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0033
versus substrate 4-nitrophenyl acetate	2720	20097249	olanzapine	0.00338
versus substrate 4-nitrophenyl acetate	2720	20097249	haloperidol	0.00359
versus substrate 4-nitrophenyl acetate	2720	20097249	imipramine	0.00372
versus substrate 4-nitrophenyl acetate	2720	20097249	n-desmethylclozapine	0.00399
versus substrate 4-nitrophenyl acetate	2720	20097249	11-piperazin-1-yl-dibenzo[b,f][1,4]thiazepine	0.00402
versus substrate 4-nitrophenyl acetate	2720	20097249	atomoxetine	0.00407
versus substrate 4-nitrophenyl acetate	2720	20097249	clozapine	0.00409
versus substrate 4-nitrophenyl acetate	2720	20097249	ziprasidone	0.00413
versus substrate 4-nitrophenyl acetate	2720	20097249	quetiapine	0.00415
versus substrate 4-nitrophenyl acetate	2720	20097249	perphenazine	0.00486
versus substrate 4-nitrophenyl acetate	2720	20097249	thioridazine	0.00515
versus substrate 4-nitrophenyl acetate	2720	20097249	fluoxetine	0.00521
versus substrate 4-nitrophenyl acetate	2720	20097249	aripiprazole	0.00524
pH 7.4, 37°C, recombinant CES1	2720	19761868	(10Z)-hexadecenoic acid	0.007
pH 7.4, 37°C, recombinant CES1	2720	19761868	(9Z)-octadecenoic acid	0.007
intestinal carboxylesterase, pH and temperature not specified in the publication	2720	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	0.008
pH 7.4, 37°C, recombinant CES1	2720	19761868	24(S),25-epoxycholesterol	0.0081
pH 7.4, 37°C, recombinant CES1	2720	19761868	(9Z,12Z)-octadecadienoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2720	19761868	tetradecanoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2720	19761868	(9Z)-tetradecenoic acid	0.012
pH 7.4, 37°C	2720	23936796	curcumin	0.0124
pH 7.4, 37°C, recombinant CES1	2720	19761868	15-deoxy-DELTA12,14-prostaglandin J2	0.013
pH 7.4, 37°C, recombinant CES1	2720	19761868	(6Z,9Z,12Z)-octadecatrienoic acid	0.019
pH 7.4, 37°C, recombinant CES1	2720	19761868	hexadecanoic acid	0.025
pH 7.4, 37°C, recombinant CES1	2720	19761868	11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoic acid	0.027
pH 7.4, 37°C, recombinant CES1	2720	19761868	14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoic acid	0.038
versus substrate methylphenidate	2720	20097249	thioridazine	0.0583
versus substrate methylphenidate	2720	20097249	fluoxetine	0.0589
versus substrate methylphenidate	2720	20097249	aripiprazole	0.0617
versus substrate methylphenidate	2720	20097249	perphenazine	0.065
isozyme CE2	2720	18372401	prasugrel	0.0765
IC50 above 0.1 mM, isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C; IC50 above 0.1 mM, isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2720	21540359	loperamide	0.1
pH 7.4, 37°C, recombinant CES1	2720	19761868	octadecanoic acid	0.1
pH 7.4, 37°C, recombinant CES1	2720	19761868	prostaglandin E2	0.1
pH 7.4, 37°C, recombinant CES1	2720	19761868	prostaglandin F2alpha	0.1
	2721	18762277	chlorpyrifos	2.1E-7
	2721	18762277	Paraoxon	2.9E-7
	2721	19534556	N,N'-9H-fluorene-2,7-diylbis(3,4,5-trifluorobenzenesulfonamide)	7.9E-6
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2721	21540359	bis(4-nitrophenyl)phosphate	1.04E-5
isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2721	21540359	bis(4-nitrophenyl)phosphate	2.36E-5
	2721	19534556	N,N'-9H-fluorene-2,7-diylbis(4-chlorobenzenesulfonamide)	2.52E-5
pH 7.4, 37°C, recombinant CES1	2721	19761868	27-Hydroxycholesterol	3.3E-5
	2721	18762277	Methyl paraoxon	4.9E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	2,4-dichloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	5.4E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-(thiophen-2-yl)acetamide	5.5E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-4-(trifluoromethyl)benzamide	5.9E-5
	2721	19534556	N,N'-9H-fluorene-2,7-diyldibenzenesulfonamide	9.84E-5
	2721	19534556	N,N'-9H-fluorene-2,7-diylbis(3-chlorobenzenesulfonamide)	1.0E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	4-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.32E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	3,4-difluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.35E-4
	2721	18762277	benzil	1.6E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-phenoxyacetamide	1.77E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	4-methoxy-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.13E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	3-chloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.5E-4
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2721	21540359	loperamide	2.87E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	2-(4-methoxyphenyl)-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	3.02E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	4-fluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	3.26E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]cyclohexanecarboxamide	3.54E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]hexanamide	5.4E-4
	2721	19534556	N,N'-9H-fluorene-2,7-diylbis(3-bromobenzenesulfonamide)	5.7E-4
isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2721	21540359	bis(4-nitrophenyl)phosphate	7.88E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]pentanamide	8.68E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	3,3-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0011
pH 7.4, 37°C, recombinant CES1	2721	19761868	(5Z,8Z,11Z,14Z)-eicosatetraenoic acid	0.002
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	3-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0023
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0024
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	2-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0025
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	2,2-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0033
versus substrate 4-nitrophenyl acetate	2721	20097249	olanzapine	0.00338
versus substrate 4-nitrophenyl acetate	2721	20097249	haloperidol	0.00359
versus substrate 4-nitrophenyl acetate	2721	20097249	imipramine	0.00372
versus substrate 4-nitrophenyl acetate	2721	20097249	n-desmethylclozapine	0.00399
versus substrate 4-nitrophenyl acetate	2721	20097249	11-piperazin-1-yl-dibenzo[b,f][1,4]thiazepine	0.00402
versus substrate 4-nitrophenyl acetate	2721	20097249	atomoxetine	0.00407
versus substrate 4-nitrophenyl acetate	2721	20097249	clozapine	0.00409
versus substrate 4-nitrophenyl acetate	2721	20097249	ziprasidone	0.00413
versus substrate 4-nitrophenyl acetate	2721	20097249	quetiapine	0.00415
versus substrate 4-nitrophenyl acetate	2721	20097249	perphenazine	0.00486
versus substrate 4-nitrophenyl acetate	2721	20097249	thioridazine	0.00515
versus substrate 4-nitrophenyl acetate	2721	20097249	fluoxetine	0.00521
versus substrate 4-nitrophenyl acetate	2721	20097249	aripiprazole	0.00524
pH 7.4, 37°C, recombinant CES1	2721	19761868	(10Z)-hexadecenoic acid	0.007
pH 7.4, 37°C, recombinant CES1	2721	19761868	(9Z)-octadecenoic acid	0.007
intestinal carboxylesterase, pH and temperature not specified in the publication	2721	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	0.008
pH 7.4, 37°C, recombinant CES1	2721	19761868	24(S),25-epoxycholesterol	0.0081
pH 7.4, 37°C, recombinant CES1	2721	19761868	(9Z,12Z)-octadecadienoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2721	19761868	tetradecanoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2721	19761868	(9Z)-tetradecenoic acid	0.012
pH 7.4, 37°C	2721	23936796	curcumin	0.0124
pH 7.4, 37°C, recombinant CES1	2721	19761868	15-deoxy-DELTA12,14-prostaglandin J2	0.013
pH 7.4, 37°C, recombinant CES1	2721	19761868	(6Z,9Z,12Z)-octadecatrienoic acid	0.019
pH 7.4, 37°C, recombinant CES1	2721	19761868	hexadecanoic acid	0.025
pH 7.4, 37°C, recombinant CES1	2721	19761868	11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoic acid	0.027
pH 7.4, 37°C, recombinant CES1	2721	19761868	14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoic acid	0.038
versus substrate methylphenidate	2721	20097249	thioridazine	0.0583
versus substrate methylphenidate	2721	20097249	fluoxetine	0.0589
versus substrate methylphenidate	2721	20097249	aripiprazole	0.0617
versus substrate methylphenidate	2721	20097249	perphenazine	0.065
isozyme CE2	2721	18372401	prasugrel	0.0765
IC50 above 0.1 mM, isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C; IC50 above 0.1 mM, isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2721	21540359	loperamide	0.1
pH 7.4, 37°C, recombinant CES1	2721	19761868	octadecanoic acid	0.1
pH 7.4, 37°C, recombinant CES1	2721	19761868	prostaglandin E2	0.1
pH 7.4, 37°C, recombinant CES1	2721	19761868	prostaglandin F2alpha	0.1
	2722	18762277	chlorpyrifos	2.1E-7
	2722	18762277	Paraoxon	2.9E-7
	2722	19534556	N,N'-9H-fluorene-2,7-diylbis(3,4,5-trifluorobenzenesulfonamide)	7.9E-6
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2722	21540359	bis(4-nitrophenyl)phosphate	1.04E-5
isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2722	21540359	bis(4-nitrophenyl)phosphate	2.36E-5
	2722	19534556	N,N'-9H-fluorene-2,7-diylbis(4-chlorobenzenesulfonamide)	2.52E-5
pH 7.4, 37°C, recombinant CES1	2722	19761868	27-Hydroxycholesterol	3.3E-5
	2722	18762277	Methyl paraoxon	4.9E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	2,4-dichloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	5.4E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-(thiophen-2-yl)acetamide	5.5E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-4-(trifluoromethyl)benzamide	5.9E-5
	2722	19534556	N,N'-9H-fluorene-2,7-diyldibenzenesulfonamide	9.84E-5
	2722	19534556	N,N'-9H-fluorene-2,7-diylbis(3-chlorobenzenesulfonamide)	1.0E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	4-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.32E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	3,4-difluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.35E-4
	2722	18762277	benzil	1.6E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-phenoxyacetamide	1.77E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	4-methoxy-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.13E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	3-chloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.5E-4
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2722	21540359	loperamide	2.87E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	2-(4-methoxyphenyl)-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	3.02E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	4-fluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	3.26E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]cyclohexanecarboxamide	3.54E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]hexanamide	5.4E-4
	2722	19534556	N,N'-9H-fluorene-2,7-diylbis(3-bromobenzenesulfonamide)	5.7E-4
isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2722	21540359	bis(4-nitrophenyl)phosphate	7.88E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]pentanamide	8.68E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	3,3-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0011
pH 7.4, 37°C, recombinant CES1	2722	19761868	(5Z,8Z,11Z,14Z)-eicosatetraenoic acid	0.002
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	3-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0023
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0024
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	2-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0025
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	2,2-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0033
versus substrate 4-nitrophenyl acetate	2722	20097249	olanzapine	0.00338
versus substrate 4-nitrophenyl acetate	2722	20097249	haloperidol	0.00359
versus substrate 4-nitrophenyl acetate	2722	20097249	imipramine	0.00372
versus substrate 4-nitrophenyl acetate	2722	20097249	n-desmethylclozapine	0.00399
versus substrate 4-nitrophenyl acetate	2722	20097249	11-piperazin-1-yl-dibenzo[b,f][1,4]thiazepine	0.00402
versus substrate 4-nitrophenyl acetate	2722	20097249	atomoxetine	0.00407
versus substrate 4-nitrophenyl acetate	2722	20097249	clozapine	0.00409
versus substrate 4-nitrophenyl acetate	2722	20097249	ziprasidone	0.00413
versus substrate 4-nitrophenyl acetate	2722	20097249	quetiapine	0.00415
versus substrate 4-nitrophenyl acetate	2722	20097249	perphenazine	0.00486
versus substrate 4-nitrophenyl acetate	2722	20097249	thioridazine	0.00515
versus substrate 4-nitrophenyl acetate	2722	20097249	fluoxetine	0.00521
versus substrate 4-nitrophenyl acetate	2722	20097249	aripiprazole	0.00524
pH 7.4, 37°C, recombinant CES1	2722	19761868	(10Z)-hexadecenoic acid	0.007
pH 7.4, 37°C, recombinant CES1	2722	19761868	(9Z)-octadecenoic acid	0.007
intestinal carboxylesterase, pH and temperature not specified in the publication	2722	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	0.008
pH 7.4, 37°C, recombinant CES1	2722	19761868	24(S),25-epoxycholesterol	0.0081
pH 7.4, 37°C, recombinant CES1	2722	19761868	(9Z,12Z)-octadecadienoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2722	19761868	tetradecanoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2722	19761868	(9Z)-tetradecenoic acid	0.012
pH 7.4, 37°C	2722	23936796	curcumin	0.0124
pH 7.4, 37°C, recombinant CES1	2722	19761868	15-deoxy-DELTA12,14-prostaglandin J2	0.013
pH 7.4, 37°C, recombinant CES1	2722	19761868	(6Z,9Z,12Z)-octadecatrienoic acid	0.019
pH 7.4, 37°C, recombinant CES1	2722	19761868	hexadecanoic acid	0.025
pH 7.4, 37°C, recombinant CES1	2722	19761868	11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoic acid	0.027
pH 7.4, 37°C, recombinant CES1	2722	19761868	14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoic acid	0.038
versus substrate methylphenidate	2722	20097249	thioridazine	0.0583
versus substrate methylphenidate	2722	20097249	fluoxetine	0.0589
versus substrate methylphenidate	2722	20097249	aripiprazole	0.0617
versus substrate methylphenidate	2722	20097249	perphenazine	0.065
isozyme CE2	2722	18372401	prasugrel	0.0765
IC50 above 0.1 mM, isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C; IC50 above 0.1 mM, isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2722	21540359	loperamide	0.1
pH 7.4, 37°C, recombinant CES1	2722	19761868	octadecanoic acid	0.1
pH 7.4, 37°C, recombinant CES1	2722	19761868	prostaglandin E2	0.1
pH 7.4, 37°C, recombinant CES1	2722	19761868	prostaglandin F2alpha	0.1
	2723	18762277	chlorpyrifos	2.1E-7
	2723	18762277	Paraoxon	2.9E-7
	2723	19534556	N,N'-9H-fluorene-2,7-diylbis(3,4,5-trifluorobenzenesulfonamide)	7.9E-6
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2723	21540359	bis(4-nitrophenyl)phosphate	1.04E-5
isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2723	21540359	bis(4-nitrophenyl)phosphate	2.36E-5
	2723	19534556	N,N'-9H-fluorene-2,7-diylbis(4-chlorobenzenesulfonamide)	2.52E-5
pH 7.4, 37°C, recombinant CES1	2723	19761868	27-Hydroxycholesterol	3.3E-5
	2723	18762277	Methyl paraoxon	4.9E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	2,4-dichloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	5.4E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-(thiophen-2-yl)acetamide	5.5E-5
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-4-(trifluoromethyl)benzamide	5.9E-5
	2723	19534556	N,N'-9H-fluorene-2,7-diyldibenzenesulfonamide	9.84E-5
	2723	19534556	N,N'-9H-fluorene-2,7-diylbis(3-chlorobenzenesulfonamide)	1.0E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	4-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.32E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	3,4-difluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	1.35E-4
	2723	18762277	benzil	1.6E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]-2-phenoxyacetamide	1.77E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	4-methoxy-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.13E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	3-chloro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	2.5E-4
isoform CES2, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2723	21540359	loperamide	2.87E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	2-(4-methoxyphenyl)-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	3.02E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	4-fluoro-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]benzamide	3.26E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]cyclohexanecarboxamide	3.54E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]hexanamide	5.4E-4
	2723	19534556	N,N'-9H-fluorene-2,7-diylbis(3-bromobenzenesulfonamide)	5.7E-4
isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2723	21540359	bis(4-nitrophenyl)phosphate	7.88E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]pentanamide	8.68E-4
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	3,3-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0011
pH 7.4, 37°C, recombinant CES1	2723	19761868	(5Z,8Z,11Z,14Z)-eicosatetraenoic acid	0.002
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	3-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0023
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]butanamide	0.0024
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	2-methyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0025
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	2,2-dimethyl-N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]propanamide	0.0033
versus substrate 4-nitrophenyl acetate	2723	20097249	olanzapine	0.00338
versus substrate 4-nitrophenyl acetate	2723	20097249	haloperidol	0.00359
versus substrate 4-nitrophenyl acetate	2723	20097249	imipramine	0.00372
versus substrate 4-nitrophenyl acetate	2723	20097249	n-desmethylclozapine	0.00399
versus substrate 4-nitrophenyl acetate	2723	20097249	11-piperazin-1-yl-dibenzo[b,f][1,4]thiazepine	0.00402
versus substrate 4-nitrophenyl acetate	2723	20097249	atomoxetine	0.00407
versus substrate 4-nitrophenyl acetate	2723	20097249	clozapine	0.00409
versus substrate 4-nitrophenyl acetate	2723	20097249	ziprasidone	0.00413
versus substrate 4-nitrophenyl acetate	2723	20097249	quetiapine	0.00415
versus substrate 4-nitrophenyl acetate	2723	20097249	perphenazine	0.00486
versus substrate 4-nitrophenyl acetate	2723	20097249	thioridazine	0.00515
versus substrate 4-nitrophenyl acetate	2723	20097249	fluoxetine	0.00521
versus substrate 4-nitrophenyl acetate	2723	20097249	aripiprazole	0.00524
pH 7.4, 37°C, recombinant CES1	2723	19761868	(10Z)-hexadecenoic acid	0.007
pH 7.4, 37°C, recombinant CES1	2723	19761868	(9Z)-octadecenoic acid	0.007
intestinal carboxylesterase, pH and temperature not specified in the publication	2723	21105730	N-[3-[oxo(pyridin-2-yl)acetyl]phenyl]acetamide	0.008
pH 7.4, 37°C, recombinant CES1	2723	19761868	24(S),25-epoxycholesterol	0.0081
pH 7.4, 37°C, recombinant CES1	2723	19761868	(9Z,12Z)-octadecadienoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2723	19761868	tetradecanoic acid	0.009
pH 7.4, 37°C, recombinant CES1	2723	19761868	(9Z)-tetradecenoic acid	0.012
pH 7.4, 37°C	2723	23936796	curcumin	0.0124
pH 7.4, 37°C, recombinant CES1	2723	19761868	15-deoxy-DELTA12,14-prostaglandin J2	0.013
pH 7.4, 37°C, recombinant CES1	2723	19761868	(6Z,9Z,12Z)-octadecatrienoic acid	0.019
pH 7.4, 37°C, recombinant CES1	2723	19761868	hexadecanoic acid	0.025
pH 7.4, 37°C, recombinant CES1	2723	19761868	11,12-epoxy-(5Z,8Z,14Z)-eicosatrienoic acid	0.027
pH 7.4, 37°C, recombinant CES1	2723	19761868	14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoic acid	0.038
versus substrate methylphenidate	2723	20097249	thioridazine	0.0583
versus substrate methylphenidate	2723	20097249	fluoxetine	0.0589
versus substrate methylphenidate	2723	20097249	aripiprazole	0.0617
versus substrate methylphenidate	2723	20097249	perphenazine	0.065
isozyme CE2	2723	18372401	prasugrel	0.0765
IC50 above 0.1 mM, isoform CES1-b, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C; IC50 above 0.1 mM, isoform CES1-c, in 0.1 M potassium phosphate buffer, pH 7.4, at 37°C	2723	21540359	loperamide	0.1
pH 7.4, 37°C, recombinant CES1	2723	19761868	octadecanoic acid	0.1
