EC Number	Systematic Name	Recommended Name	UniProt	Organism	Organism Commentary
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meloidogyne incognita	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meloidogyne javanica	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Melonis	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Meripilus giganteus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Metazoa	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Metazoa	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Methanopyrus kandleri	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Metschnikowia	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Microbacterium saccharophilum	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A067XRW0	Microbacterium trichothecenolyticum	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A067XRW0	Microbacterium trichothecenolyticum HY-17	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0U5B5Z4	Microcella alkaliphila	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Microcella alkaliphila	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0U5B5Z4	Microcella alkaliphila JAM-AC0309	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Microdochium sp.	aff. bolleyi, GenBank Accession: HQ630981
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Minimidochium sp. TMS-2011	GenBank Accession: HQ630974
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mirabilis	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Miscanthus	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		mixed culture	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Moesziomyces antarcticus	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Moesziomyces antarcticus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Moesziomyces antarcticus T-34	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mollusca	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Moraea inclinata	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus musculus	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus musculus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus musculus BALB/c x BALB.B	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus musculus BALB/cByJ	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus sp.	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mus sp.	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycena inclinata	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycobacterium kansasii 91-627	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycobacterium tuberculosis	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycobacterium tuberculosis	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycoleptodiscus indicus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycoleptodiscus indicus	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycothermus thermophilus	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycothermus thermophilus ATCC 16454	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Mycothermus thermophilus ATCC 16454	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia adeliensis	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida	var. aerius
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida	EX
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida CCY 17-4-1	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Naganishia albida EX	EX
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nematoda	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nematoda	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nematodes	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nemoura flexuosa	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastigales	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix frontalis	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix frontalis	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix frontalis	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix frontalis	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A8TGA1	Neocallimastix patriciarum	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix patriciarum	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix patriciarum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix patriciarum	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix patriciarum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix patriciarum	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neocallimastix patriciarum	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	P29127	Neocallimastix patriciarum	precursor
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	P29127	Neocallimastix patriciarum	bifunctional endo-1,4-beta-xylanase A precursor
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neosartorya fumigata IFM 40807	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neosartorya fumigata IFM 40807	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neosartorya fumigata IFM 40807	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	D1KJJ7	Nesterenkonia xinjiangensis	gene xyn11NX
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	D1KJJ7	Nesterenkonia xinjiangensis CCTCC AA001025	gene xyn11NX
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neurospora crassa	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neurospora crassa	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neurospora crassa	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neurospora crassa	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neurospora crassa	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neurospora crassa 870	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Neurospora crassa 870	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nicotiana benthamiana	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nicotiana tabacum	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nicotiana tabacum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nicotiana tabacum	AMENDA reliability +++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nicotiana tabacum	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nicotiana tabacum	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nigrospora sp.	aff. oryzae, GenBank Accession: HQ630982
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Niveispirillum irakense	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nocardiopsis sp.	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nocardiopsis sp. SES28	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nostoc sp.	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Nothogenia erinacea	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ogataea angusta	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ogataea thermomethanolica	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oncorhynchus mykiss gairdneri	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oomycetes	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Orpinomyces	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Orpinomyces	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Orpinomyces sp.	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Orpinomyces sp.	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oryctolagus cuniculus	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oryza sativa	AMENDA reliability +++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oryza sativa	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oryza sativa	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oryza sativa	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oryza sativa	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Oryza sativa	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ovis aries	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ovis aries	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ovis aries	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Pachnoda marginata	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Pachycereus grandis	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Pachyramichloridium pini	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Pachysolen tannophilus	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paecilomyces	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	D1G4K3	Paecilomyces sp. J18	gene XynA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus barcinonensis	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus barcinonensis	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus barcinonensis	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q2I6W5	Paenibacillus campinasensis	gene xylX
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q2I6W5	Paenibacillus campinasensis BL11	gene xylX
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0A0R2Z1	Paenibacillus curdlanolyticus	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B1A3N2	Paenibacillus curdlanolyticus	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	E3WF08	Paenibacillus curdlanolyticus	gene xyn10B
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus curdlanolyticus	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus curdlanolyticus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus curdlanolyticus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus curdlanolyticus	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus curdlanolyticus	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B1A3N2	Paenibacillus curdlanolyticus B-6	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus curdlanolyticus B-6	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus curdlanolyticus B-6	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0A0R2Z1	Paenibacillus curdlanolyticus B-60	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus favisporus	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus lactis 154	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus lactis 154	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus montaniterrae	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus panacisoli	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	P45796	Paenibacillus polymyxa	endo-1,4-beta-xylanase D precursor
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus polymyxa	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus polymyxa	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus polymyxa	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus polymyxa	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A075EEX4	Paenibacillus sp.	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B6VF01	Paenibacillus sp.	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus sp.	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus sp.	AMENDA reliability +++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus sp.	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus sp.	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus sp.	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus sp. ASCD2	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A075EEX4	Paenibacillus sp. DG-22	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus sp. E18	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B6VF01	Paenibacillus sp. HPL-001	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus sp. W-61	genes xyn1, xyn3, and xyn5
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paenibacillus xylanilyticus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Palmaria palmata	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Panax ginseng	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Panicum virgatum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Panicum virgatum	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Panicum virgatum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Parageobacillus thermantarcticus	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Parageobacillus thermantarcticus	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paraglaciecola mesophila	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paraglaciecola mesophila KMM 241	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Paraphaeosphaeria minitans	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Pectobacterium carotovorum	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium	AMENDA reliability +++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	C3VEV9	Penicillium canescens	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium canescens	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium canescens	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium canescens	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium canescens	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium canescens	AMENDA reliability +++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium canescens	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium chrysogenum	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium chrysogenum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B1B533	Penicillium citrinum	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium citrinum	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium citrinum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium citrinum	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium citrinum	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q2PGY1	Penicillium citrinum	growth on birchwood xylan
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q2PGY1	Penicillium citrinum FERM P-1594	growth on birchwood xylan
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	B1B533	Penicillium citrinum FERM P-15944	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium citrinum MTCC 2553	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium citrinum MTCC 6489	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium expansum	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium expansum IFO 8800	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium griseofulvum	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium griseofulvum	gene PgXynB
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium griseofulvum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium janczewskii	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium janczewskii	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium janczewskii CRM 1348	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium janthinellum	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium occitanis	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium occitanis	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium occitanis Pol6	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium occitanis Pol6	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium occitanis Pol6	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	E7EF85	Penicillium oxalicum	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium oxalicum	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium oxalicum	AMENDA reliability +
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium oxalicum	AMENDA reliability ++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium oxalicum	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium oxalicum 114-2	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	E7EF85	Penicillium oxalicum GZ-2	
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium roqueforti	AMENDA reliability ++++
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium sclerotiorum	isozymes xylanase I and II
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium sclerotiorum	FRENDA
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Penicillium sp.	AMENDA reliability ++
