EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	379
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	380
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	381
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	382
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	383
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	384
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	385
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	386
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	387
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	388
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	389
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	390
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	391
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	392
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	393
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	394
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	395
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	396
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv		7746145; 8939440	397
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis H37Rv	FRENDA	9782502	398
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis variant africanum	FRENDA	8596438	399
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis variant bovis	FRENDA	8537659; 9802010	400
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis variant bovis BCG	AMENDA reliability +	16563633; 12499190	401
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis variant bovis BCG	FRENDA	8621083; 8596438; 23923578; 25664397; 8939440	402
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycobacterium tuberculosis variant microti	FRENDA	8537659; 8596438	403
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium aurum	FRENDA	27649868	404
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium fortuitum	AMENDA reliability +	11010873; 9371430	405
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium smegmatis	AMENDA reliability +	9192093; 19856302; 8621083; 19933836; 18394163; 8585728	406
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium smegmatis	AMENDA reliability +++	7673210	407
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium smegmatis	FRENDA	15722451; 1501713; 8320241; 9141669; 18085750; 26035302; 12949087; 7986015; 8939436; 9517959; 29345334; 23288538; 11251835; 8939440	408
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium vaccae	FRENDA	23923578; 27649868	409
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium vanbaalenii	AMENDA reliability +++	11010873	410
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium vanbaalenii	FRENDA	15540208; 27649868	411
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycolicibacterium vanbaalenii PYR-1	FRENDA	15540208	412
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycoplasma	FRENDA	8838114	413
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mycoplasma genitalium	FRENDA	19717589	414
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Neochlamydia hartmannellae	FRENDA	23729651	415
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Neurospora crassa	AMENDA reliability +	17895581; 29305053	416
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Neurospora crassa	FRENDA	12455692; 12033445	417
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Nicotiana tabacum	FRENDA	23836605	418
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Oceanobacillus oncorhynchi subsp. incaldanensis		0	419
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Oceanobacillus oncorhynchi subsp. incaldanensis 20AG		0	420
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Oryctolagus cuniculus	AMENDA reliability +	18831539	421
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Oryctolagus cuniculus	FRENDA	10322012	422
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Oryza sativa	AMENDA reliability +	21043575	423
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Oryza sativa	FRENDA	26290940	424
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Parachlamydia acanthamoebae	FRENDA	23729651	425
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Paracoccidioides brasiliensis	FRENDA	18799136	426
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Penicillium decumbens	FRENDA	28558650	427
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Penicillium janthinellum	FRENDA	22209752	428
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Penicillium simile	FRENDA	19290552	429
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Penicillium simplicissimum		8631329	430
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Penicillium simplicissimum	AMENDA reliability +++	8631329	431
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Penicillium simplicissimum	FRENDA	9475171; 12455692; 16535508	432
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Penicillium simplicissimum CBS 170.90		8631329	433
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Penicillium simplicissimum CBS 170.90		8631329	434
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Petroselinum crispum	FRENDA	28587060; 28587060	435
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Phaseolus vulgaris	AMENDA reliability +	12724378	436
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Phaseolus vulgaris	FRENDA	15686565	437
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pisum sativum	FRENDA	26710603	438
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		plant	AMENDA reliability +	10933818	439
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		plant	AMENDA reliability +++	19783631	440
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		plant	FRENDA	27190162; 12119039; 15033242; 25288966; 19767862; 15291807; 22797762; 23836605; 24433459; 12121764; 22209752; 12454496; 16516299; 23018273; 28587060; 28587060; 28802018	441
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Platyrrhini	FRENDA	20021153	442
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Plutella xylostella	FRENDA	20361327	443
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pneumocystis carinii	FRENDA	8838114	444
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Podospora anserina	AMENDA reliability +	22558065	445
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Polyporaceae	FRENDA	25637654	446
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Postia placenta	FRENDA	28558650	447
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Primates	AMENDA reliability +	20021153	448
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Prorocentrum minimum	AMENDA reliability +++	27007322	449
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Proteobacteria	AMENDA reliability +	10498730	450
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		protozoa	AMENDA reliability +	10743616	451
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		protozoa	FRENDA	11727817	452
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pseudocercospora fijiensis	FRENDA	19767862	453
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pseudomonas	FRENDA	23729651	454
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pseudomonas aeruginosa	FRENDA	17107553; 19717589	455
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pseudomonas putida	FRENDA	17107553; 18980183	456
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pseudomonas syringae	FRENDA	22797762	457
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pseudomonas syringae pv. tomato	FRENDA	22797762	458
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pterogyne nitens	FRENDA	10498730	459
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Pumilus	FRENDA	24465625	460
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Ralstonia solanacearum	FRENDA	25288966	461
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rattus	FRENDA	12761140; 17086155; 16418525	462
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhizobiales	FRENDA	23729651	463
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhizobium	AMENDA reliability +	12705881; 1645695	464
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhizobium	FRENDA	27190162; 26710603	465
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhizobium etli	AMENDA reliability +	12724378	466
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhizobium etli	FRENDA	12833533; 15686565	467
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhizobium etli CE 3	FRENDA	12833533	468
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhizobium leguminosarum	FRENDA	26710603	469
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhodobacter capsulatus		3571290; 18178143	470
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhodobacter capsulatus	AMENDA reliability +	1605641; 8508796; 1577703	471
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhodobacter capsulatus	AMENDA reliability +++	8998981; 3571290	472
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhodobacter capsulatus B10	AMENDA reliability +++	8508796	473
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhodococcus aetherivorans	FRENDA	20369357	474
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhodococcus aetherivorans I24	FRENDA	20369357	475
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rhodococcus sp.	FRENDA	16832627	476
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rodentia	AMENDA reliability +	9119479	477
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Rodentia	FRENDA	16418525	478
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Saccharomyces	FRENDA	11976501	479
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Saccharomyces cerevisiae	AMENDA reliability +	15289554; 16178368; 17314357; 10463167; 16418525; 10933818	480
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Saccharomyces cerevisiae	FRENDA	11742122; 12119039; 12455692; 23859079; 24433459; 12121764; 28108375; 18799136; 7746145	481
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Saccharomycetales	FRENDA	24433459	482
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Salmonella enterica subsp. enterica serovar Typhimurium	AMENDA reliability +	1336034; 2241156; 8508796; 9628576	483
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Salmonella enterica subsp. enterica serovar Typhimurium	FRENDA	15722451; 2277629; 8257155; 20829289; 8005658; 20307539	484
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Shewanella	AMENDA reliability +	29566166	485
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Shewanella algae	FRENDA	29566166	486
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Sinorhizobium meliloti	AMENDA reliability +++	16217641	487
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Sinorhizobium meliloti	FRENDA	15449959; 15944758	488
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Solanum	FRENDA	28587060; 28587060	489
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Solanum lycopersicum		28587060	490
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Solanum lycopersicum	FRENDA	28587060; 28587060	491
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Solanum melongena		28587060	492
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Solanum melongena	FRENDA	28587060; 28587060	493
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Sordariomycetes	AMENDA reliability +	23589225	494
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Staphylococcus aureus	FRENDA	8838114	495
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Staphylococcus epidermidis	AMENDA reliability +	17183702	496
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces	AMENDA reliability +	15289554; 27630631	497
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces	AMENDA reliability +++	7775429	498
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces avermitilis	FRENDA	16272382	499
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces coelicolor	AMENDA reliability +	10850993	500
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces coelicolor A3(2)	AMENDA reliability +	10850993	501
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces coelicolor A3(2)	FRENDA	16272382	502
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces lividans	AMENDA reliability +	15289554; 27630631	503
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces lividans	FRENDA	10217488; 10498730; 10850993; 16272382; 11085275	504
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces reticuli	AMENDA reliability +	16272382; 12589436; 18931968	505
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces reticuli	AMENDA reliability +++	10217488; 10806381; 15289554	506
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces reticuli	FRENDA	11085275; 18453708	507
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomyces tritici	AMENDA reliability +	1605641	508
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Streptomycetales	FRENDA	16272382	509
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechococcus elongatus PCC 6301	AMENDA reliability +	9599012	510
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechococcus elongatus PCC 6301	FRENDA	23573048; 10859192	511
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechococcus elongatus PCC 7942	AMENDA reliability +	9599012; 25479089; 9207193	512
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechococcus elongatus PCC 7942	AMENDA reliability +++	8645214; 10863004; 11752798; 24598912	513
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechococcus elongatus PCC 7942	formerly Synechococcus sp. strain PCC 6301	9207193	514
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechococcus elongatus PCC 7942	FRENDA	21267607; 23573048; 25303560	515
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechococcus sp.	FRENDA	10859192; 12775703	516
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis	AMENDA reliability +	10441144; 11563849; 12119039; 14611246; 16574230; 9919646; 11356135; 12731870; 15637065; 20026288; 10543446	517
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis	FRENDA	12649295; 19530730; 16244360; 20347488; 17217949	518
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis sp.		15637065; 18178143; 20026288; 10543446; 12603334; 17217949	519
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis sp.	AMENDA reliability +	10441144; 9919646; 15137092; 15134453; 10543446	520
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis sp.	AMENDA reliability +++	10074082	521
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis sp.	FRENDA	11563849; 20429278; 16516299	522
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis sp.	strain PCC 6803	12731870	523
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis sp. PCC 6803	AMENDA reliability +++	14611246; 16574230	524
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Synechocystis sp. PCC 6803	gene katG, KatG is a bifunctional enzyme showing both catalase and peroxidase activities	15134453	525
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Talaromyces marneffei	AMENDA reliability +	16178368; 23859079	526
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Talaromyces marneffei	FRENDA	17314357; 16418525	527
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Tatlockia micdadei	FRENDA	2550514	528
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Thermus thermophilus	AMENDA reliability +	11587647	529
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Toxoplasma gondii	FRENDA	10743616	530
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Triticum aestivum	FRENDA	1605641	531
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Ursidae	FRENDA	24280274	532
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Verticillium	FRENDA	24433459	533
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Vibrio cholerae	FRENDA	18453708	534
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Vibrio parahaemolyticus	AMENDA reliability +	26892020	535
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Vibrio vulnificus	AMENDA reliability +	27936080; 15150215	536
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Waddlia chondrophila	FRENDA	23729651	537
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Xanthomonas	FRENDA	11073935	538
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Xanthomonas campestris	FRENDA	15033242	539
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Xanthomonas campestris pv. campestris		19783631	540
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Xanthomonas campestris pv. campestris	AMENDA reliability +++	19783631	541
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Xylella fastidiosa	AMENDA reliability +	19151176	542
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		yeasts	FRENDA	24433459	543
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Yersinia enterocolitica	FRENDA	10322012	544
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Yersinia pestis	AMENDA reliability +	10322012; 18466088	545
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Yersinia pestis	FRENDA	11233613; 16291690	546
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Yersinia pseudotuberculosis	FRENDA	10322012	547
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Zea mays	FRENDA	28802018	548
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Zymoseptoria tritici	AMENDA reliability +	1605641	549
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Zymoseptoria tritici	FRENDA	12455692	550
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A0A143G976	Bacillus pumilus		27016935	551
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A0A143G976	Bacillus pumilus ML 413		27016935	552
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4QUT2	Magnaporthe grisea		22822072; 27293030	553
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4QUT2	Magnaporthe grisea	strain MA 829	19000033	554
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4QUT2	Magnaporthe grisea 70-15		27293030	555
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4QUT2	Magnaporthe grisea ATCC MYA-4617		22822072	556
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4QUT2	Magnaporthe grisea ATCC MYA-4617		22822072	557
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4QUT2	Magnaporthe grisea ATCC MYA-4617	strain MA 829	19000033	558
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4QUT2	Magnaporthe grisea ATCC MYA-4617	strain MA 829	19000033	559
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4R5S9	Magnaporthe grisea	strain MA 829	19000033	560
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	A4R5S9	Magnaporthe grisea ATCC MYA-4617	strain MA 829	19000033	561
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	B1IVD5	Escherichia coli		23653125	562
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	B1IVD5	Escherichia coli DSM 1576		23653125	563
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	O28050	Archaeoglobus fulgidus		11699646	564
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	O31066	Caulobacter vibrioides		9352936	565
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	O59651	Haloarcula marismortui		20434429; 11468404; 9924978; 12172540	566
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	O59651	Haloarcula marismortui DSM 3752		11468404; 9924978; 12172540	567
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	O59651	Haloarcula marismortui DSM 3752		11468404; 9924978; 12172540	568
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	O59651	Haloarcula marismortui DSM 3752		11468404; 9924978; 12172540	569
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	P73911	Synechocystis sp.		10074082	570
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	P9WIE5	Mycobacterium tuberculosis		19139098; 20434429; 15231843; 16516299; 28303436; 0	571
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	P9WIE5	Mycobacterium tuberculosis H37Rv		19139098; 20434429; 15231843; 16516299; 28303436; 0	572
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	P9WIE5	Mycobacterium tuberculosis H37Rv		19139098; 20434429; 15231843; 16516299; 28303436; 0	573
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	P9WIE5	Mycobacterium tuberculosis H37Rv		19139098; 20434429; 15231843; 16516299; 28303436; 0	574
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	P9WIE5	Mycobacterium tuberculosis H37Rv		19139098; 20434429; 15231843; 16516299; 28303436; 0	575
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	P9WIE5	Mycobacterium tuberculosis H37Rv		19139098; 20434429; 15231843; 16516299; 28303436; 0	576
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	P9WIE5	Mycobacterium tuberculosis H37Rv		19139098; 20434429; 15231843; 16516299; 28303436; 0	577
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase	Q31MN3	Synechococcus elongatus		20434429; 24598912; 25303560	578
